annotation_count,api_path,artist_names,full_title,header_image_thumbnail_url,header_image_url,id,lyrics_owner_id,lyrics_state,path,pyongs_count,relationships_index_url,release_date_components,release_date_for_display,release_date_with_abbreviated_month_for_display,song_art_image_thumbnail_url,song_art_image_url,stats,title,title_with_featured,url,featured_artists,primary_artist,stat_unreviewed_annotations,stat_hot,stat_pageviews,stat_concurrents,primary_artist_api_path,primary_artist_header_image_url,primary_artist_id,primary_artist_image_url,primary_artist_is_meme_verified,primary_artist_is_verified,primary_artist_name,primary_artist_url,primary_artist_iq
11,/songs/5793977,Taylor Swift,​august by Taylor Swift,https://images.genius.com/4a6a06f7e361703062b0db46d0e4ec36.300x300x1.png,https://images.genius.com/4a6a06f7e361703062b0db46d0e4ec36.1000x1000x1.png,5793977,93685,complete,/Taylor-swift-august-lyrics,124.0,https://genius.com/Taylor-swift-august-sample,"{'year': 2020, 'month': 7, 'day': 24}","July 24, 2020","Jul. 24, 2020",https://images.genius.com/4a6a06f7e361703062b0db46d0e4ec36.300x300x1.png,https://images.genius.com/4a6a06f7e361703062b0db46d0e4ec36.1000x1000x1.png,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 2216269}",​august,​august,https://genius.com/Taylor-swift-august-lyrics,[],"{'api_path': '/artists/1177', 'header_image_url': 'https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg', 'id': 1177, 'image_url': 'https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Taylor Swift', 'url': 'https://genius.com/artists/Taylor-swift', 'iq': 1544}",1,False,2216269,,/artists/1177,https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg,1177,https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg,True,True,Taylor Swift,https://genius.com/artists/Taylor-swift,1544.0
13,/songs/3210592,Taylor Swift,Look What You Made Me Do by Taylor Swift,https://images.genius.com/01c5bf888fa73a6b25fb2dee1b4035ff.300x300x1.png,https://images.genius.com/01c5bf888fa73a6b25fb2dee1b4035ff.1000x1000x1.png,3210592,2171344,complete,/Taylor-swift-look-what-you-made-me-do-lyrics,237.0,https://genius.com/Taylor-swift-look-what-you-made-me-do-sample,"{'year': 2017, 'month': 8, 'day': 25}","August 25, 2017","Aug. 25, 2017",https://images.genius.com/0a1e9278ea8bdecbbba6c3ff901f76ca.300x300x1.jpg,https://images.genius.com/0a1e9278ea8bdecbbba6c3ff901f76ca.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'concurrents': 3, 'hot': False, 'pageviews': 2040252}",Look What You Made Me Do,Look What You Made Me Do,https://genius.com/Taylor-swift-look-what-you-made-me-do-lyrics,[],"{'api_path': '/artists/1177', 'header_image_url': 'https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg', 'id': 1177, 'image_url': 'https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Taylor Swift', 'url': 'https://genius.com/artists/Taylor-swift', 'iq': 1544}",0,False,2040252,3.0,/artists/1177,https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg,1177,https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg,True,True,Taylor Swift,https://genius.com/artists/Taylor-swift,1544.0
19,/songs/4712978,Taylor Swift,Cruel Summer by Taylor Swift,https://images.genius.com/3dce13a448e22554ed04246ec06e3207.300x300x1.jpg,https://images.genius.com/3dce13a448e22554ed04246ec06e3207.1000x1000x1.jpg,4712978,6942602,complete,/Taylor-swift-cruel-summer-lyrics,103.0,https://genius.com/Taylor-swift-cruel-summer-sample,"{'year': 2019, 'month': 8, 'day': 23}","August 23, 2019","Aug. 23, 2019",https://images.genius.com/8109424a2bb5b226dbb3482466d51e34.300x300x1.png,https://images.genius.com/8109424a2bb5b226dbb3482466d51e34.1000x1000x1.png,"{'unreviewed_annotations': 0, 'concurrents': 4, 'hot': False, 'pageviews': 2039903}",Cruel Summer,Cruel Summer,https://genius.com/Taylor-swift-cruel-summer-lyrics,[],"{'api_path': '/artists/1177', 'header_image_url': 'https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg', 'id': 1177, 'image_url': 'https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Taylor Swift', 'url': 'https://genius.com/artists/Taylor-swift', 'iq': 1544}",0,False,2039903,4.0,/artists/1177,https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg,1177,https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg,True,True,Taylor Swift,https://genius.com/artists/Taylor-swift,1544.0
5,/songs/2998843,The Chainsmokers & Coldplay,Something Just Like This by The Chainsmokers & Coldplay,https://images.genius.com/b8e706b361293498fbd7677a4196f69d.300x300x1.jpg,https://images.genius.com/b8e706b361293498fbd7677a4196f69d.1000x1000x1.jpg,2998843,3035027,complete,/The-chainsmokers-and-coldplay-something-just-like-this-lyrics,126.0,https://genius.com/The-chainsmokers-and-coldplay-something-just-like-this-sample,"{'year': 2017, 'month': 2, 'day': 22}","February 22, 2017","Feb. 22, 2017",https://images.genius.com/1462b30a4ec73a9fe72f2f565e47ea5d.300x300x1.png,https://images.genius.com/1462b30a4ec73a9fe72f2f565e47ea5d.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 3886219}",Something Just Like This,Something Just Like This,https://genius.com/The-chainsmokers-and-coldplay-something-just-like-this-lyrics,[],"{'api_path': '/artists/1091336', 'header_image_url': 'https://images.genius.com/521d62bc790e81f4cd16a777c10f2e8f.636x421x1.jpg', 'id': 1091336, 'image_url': 'https://images.genius.com/a5341cdd04958e5033f04a71a1f5d297.960x960x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Chainsmokers & Coldplay', 'url': 'https://genius.com/artists/The-chainsmokers-and-coldplay'}",0,False,3886219,,/artists/1091336,https://images.genius.com/521d62bc790e81f4cd16a777c10f2e8f.636x421x1.jpg,1091336,https://images.genius.com/a5341cdd04958e5033f04a71a1f5d297.960x960x1.jpg,False,False,The Chainsmokers & Coldplay,https://genius.com/artists/The-chainsmokers-and-coldplay,
21,/songs/49192,Coldplay,Viva La Vida by Coldplay,https://images.genius.com/bf18c338b150cccbb3619932f9cfbf71.300x300x1.jpg,https://images.genius.com/bf18c338b150cccbb3619932f9cfbf71.1000x1000x1.jpg,49192,9951,complete,/Coldplay-viva-la-vida-lyrics,242.0,https://genius.com/Coldplay-viva-la-vida-sample,"{'year': 2008, 'month': 5, 'day': 25}","May 25, 2008","May. 25, 2008",https://images.genius.com/1d7cc966e66519ac233ae9485e1b1867.300x299x1.jpg,https://images.genius.com/1d7cc966e66519ac233ae9485e1b1867.600x597x1.jpg,"{'unreviewed_annotations': 5, 'concurrents': 2, 'hot': False, 'pageviews': 3583182}",Viva La Vida,Viva La Vida,https://genius.com/Coldplay-viva-la-vida-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",5,False,3583182,2.0,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
12,/songs/77594,Coldplay,The Scientist by Coldplay,https://images.genius.com/6064eadde0b2727a6cc21f651d3a0f42.300x300x1.png,https://images.genius.com/6064eadde0b2727a6cc21f651d3a0f42.1000x1000x1.png,77594,5307,complete,/Coldplay-the-scientist-lyrics,220.0,https://genius.com/Coldplay-the-scientist-sample,"{'year': 2002, 'month': 8, 'day': 26}","August 26, 2002","Aug. 26, 2002",https://images.genius.com/c308ccf4f94eb2b71a2c63a4dfb678ca.300x300x1.png,https://images.genius.com/c308ccf4f94eb2b71a2c63a4dfb678ca.1000x1000x1.png,"{'unreviewed_annotations': 5, 'concurrents': 2, 'hot': False, 'pageviews': 1868927}",The Scientist,The Scientist,https://genius.com/Coldplay-the-scientist-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",5,False,1868927,2.0,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
10,/songs/77782,Coldplay,Yellow by Coldplay,https://images.genius.com/5d0637ce9755fbda95875edc7a62d4cc.300x298x1.jpg,https://images.genius.com/5d0637ce9755fbda95875edc7a62d4cc.772x767x1.jpg,77782,5307,complete,/Coldplay-yellow-lyrics,168.0,https://genius.com/Coldplay-yellow-sample,"{'year': 2000, 'month': 6, 'day': 26}","June 26, 2000","Jun. 26, 2000",https://images.genius.com/6501bd06032fbd397bc1ad06233f5392.300x300x1.jpg,https://images.genius.com/6501bd06032fbd397bc1ad06233f5392.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'concurrents': 3, 'hot': False, 'pageviews': 1637878}",Yellow,Yellow,https://genius.com/Coldplay-yellow-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",0,False,1637878,3.0,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
9,/songs/79647,Coldplay,Fix You by Coldplay,https://images.genius.com/d21ff4318a76dd8dcbeb7991d33666f9.300x300x1.jpg,https://images.genius.com/d21ff4318a76dd8dcbeb7991d33666f9.1000x1000x1.jpg,79647,5307,complete,/Coldplay-fix-you-lyrics,152.0,https://genius.com/Coldplay-fix-you-sample,"{'year': 2005, 'month': 6, 'day': 6}","June 6, 2005","Jun. 6, 2005",https://images.genius.com/6c0d5368ca48b9e35fd2893b2dc21605.300x300x1.png,https://images.genius.com/6c0d5368ca48b9e35fd2893b2dc21605.1000x1000x1.png,"{'unreviewed_annotations': 2, 'concurrents': 2, 'hot': False, 'pageviews': 1371041}",Fix You,Fix You,https://genius.com/Coldplay-fix-you-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",2,False,1371041,2.0,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
8,/songs/2353271,Coldplay (Ft. Beyoncé),Hymn For The Weekend by Coldplay (Ft. Beyoncé),https://images.genius.com/dc9362622360700b3a9f2a668aae0b92.300x300x1.jpg,https://images.genius.com/dc9362622360700b3a9f2a668aae0b92.1000x1000x1.jpg,2353271,672397,complete,/Coldplay-hymn-for-the-weekend-lyrics,69.0,https://genius.com/Coldplay-hymn-for-the-weekend-sample,"{'year': 2016, 'month': 1, 'day': 25}","January 25, 2016","Jan. 25, 2016",https://images.genius.com/8f0ee7d13b6067c205f6d0ce957d897e.300x300x1.png,https://images.genius.com/8f0ee7d13b6067c205f6d0ce957d897e.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 976218}",Hymn For The Weekend,Hymn For The Weekend (Ft. Beyoncé),https://genius.com/Coldplay-hymn-for-the-weekend-lyrics,"[{'api_path': '/artists/498', 'header_image_url': 'https://images.genius.com/1c7fc9fb392e20aa39a13057c6bbfc61.1000x333x1.jpg', 'id': 498, 'image_url': 'https://images.genius.com/504875026329abf09958edbc1456b2ec.400x400x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Beyoncé', 'url': 'https://genius.com/artists/Beyonce'}]","{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",0,False,976218,,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
8,/songs/387508,Coldplay,A Sky Full of Stars by Coldplay,https://images.genius.com/08ad26e656c4afe88b87ba98a557aa2c.300x300x1.jpg,https://images.genius.com/08ad26e656c4afe88b87ba98a557aa2c.1000x1000x1.jpg,387508,214191,complete,/Coldplay-a-sky-full-of-stars-lyrics,140.0,https://genius.com/Coldplay-a-sky-full-of-stars-sample,"{'year': 2014, 'month': 5, 'day': 2}","May 2, 2014","May. 2, 2014",https://images.genius.com/de587a7c30178d298959f1df40f1ff83.300x300x1.png,https://images.genius.com/de587a7c30178d298959f1df40f1ff83.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 582521}",A Sky Full of Stars,A Sky Full of Stars,https://genius.com/Coldplay-a-sky-full-of-stars-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",0,False,582521,,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
11,/songs/2349494,Coldplay,Adventure Of A Lifetime by Coldplay,https://images.genius.com/6e05aabeafe3be30b15fe8acfd1cd01d.300x294x1.jpg,https://images.genius.com/6e05aabeafe3be30b15fe8acfd1cd01d.1000x980x1.jpg,2349494,672397,complete,/Coldplay-adventure-of-a-lifetime-lyrics,55.0,https://genius.com/Coldplay-adventure-of-a-lifetime-sample,"{'year': 2015, 'month': 11, 'day': 6}","November 6, 2015","Nov. 6, 2015",https://images.genius.com/aa658e26c5287bc830f67d705fe511e5.300x300x1.png,https://images.genius.com/aa658e26c5287bc830f67d705fe511e5.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 529738}",Adventure Of A Lifetime,Adventure Of A Lifetime,https://genius.com/Coldplay-adventure-of-a-lifetime-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",0,False,529738,,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
9,/songs/77781,Coldplay,Sparks by Coldplay,https://images.genius.com/2a6e9a6f3b5a13f699be226f607c3104.300x300x1.jpg,https://images.genius.com/2a6e9a6f3b5a13f699be226f607c3104.1000x1000x1.jpg,77781,5307,complete,/Coldplay-sparks-lyrics,32.0,https://genius.com/Coldplay-sparks-sample,"{'year': 2000, 'month': 7, 'day': 10}","July 10, 2000","Jul. 10, 2000",https://images.genius.com/2a6e9a6f3b5a13f699be226f607c3104.300x300x1.jpg,https://images.genius.com/2a6e9a6f3b5a13f699be226f607c3104.1000x1000x1.jpg,"{'unreviewed_annotations': 7, 'hot': False, 'pageviews': 595573}",Sparks,Sparks,https://genius.com/Coldplay-sparks-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",7,False,595573,,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
11,/songs/2378782,Coldplay,Everglow by Coldplay,https://images.genius.com/6e05aabeafe3be30b15fe8acfd1cd01d.300x294x1.jpg,https://images.genius.com/6e05aabeafe3be30b15fe8acfd1cd01d.1000x980x1.jpg,2378782,672397,complete,/Coldplay-everglow-lyrics,37.0,https://genius.com/Coldplay-everglow-sample,"{'year': 2015, 'month': 11, 'day': 26}","November 26, 2015","Nov. 26, 2015",https://images.genius.com/87f8812b5624e5a9038b4b8b5905fea5.300x300x1.jpg,https://images.genius.com/87f8812b5624e5a9038b4b8b5905fea5.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 490353}",Everglow,Everglow,https://genius.com/Coldplay-everglow-lyrics,[],"{'api_path': '/artists/8351', 'header_image_url': 'https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif', 'id': 8351, 'image_url': 'https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Coldplay', 'url': 'https://genius.com/artists/Coldplay'}",0,False,490353,,/artists/8351,https://images.genius.com/310ee675ff679bb138b220a3b18f64e5.1000x267x150.gif,8351,https://images.genius.com/824478e8f9fa16aad016419b9aefbe77.640x640x1.jpg,False,False,Coldplay,https://genius.com/artists/Coldplay,
